time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain
20:20:07:2,-0.3694,0.6548,0.5854,0.5352,-0.272,-0.9817,0.1774,0.8138,-0.2256,1024.4434,10.44,-19.14,-3.12,69,-139.074,-43.408,32.254,68.0625
20:20:07:2,-0.3694,0.6548,0.5854,0.5352,-0.272,-0.9817,0.1774,0.8138,-0.2256,1024.449,10.44,-19.14,-3.12,69,-139.074,-43.408,32.254,68.0625
20:20:07:2,-0.3694,0.6548,0.5854,0.5352,-0.272,-0.9817,0.1774,0.8138,-0.2256,1024.449,10.44,-19.14,-3.12,68,-139.074,-43.408,32.254,68.0625
20:20:07:2,-0.3694,0.6548,0.5854,-1.2235,0.168,-1.4314,0.1774,0.8138,-0.2256,1024.449,10.44,-19.14,-3.12,68,-139.074,-43.408,32.254,68.0625
20:20:07:4,-0.3694,0.6548,0.5854,-1.2235,0.168,-1.4314,0.1774,0.8138,-0.2256,1024.4648,10.44,-19.14,-3.12,68,-139.074,-43.408,32.254,68.0625
20:20:07:4,-0.1143,0.6557,0.8009,-1.2235,0.168,-1.4314,0.1774,0.8138,-0.2256,1024.4648,10.44,-19.14,-3.12,68,-140.482,-39.027,8.125,68.0625
20:20:07:4,-0.1143,0.6557,0.8009,1.7214,0.5106,0.5615,0.1774,0.8138,-0.2256,1024.4648,10.44,-19.14,-3.12,68,-140.482,-39.027,8.125,68.0625
20:20:07:4,-0.1143,0.6557,0.8009,1.7214,0.5106,0.5615,0.1774,0.8138,-0.2256,1024.4648,10.44,-19.14,-3.12,67,-140.482,-39.027,8.125,68.0625
20:20:07:4,-0.1143,0.6557,0.8009,1.7214,0.5106,0.5615,0.1774,0.8138,-0.2256,1024.4648,13.44,-17.28,-3.54,67,-128.047,-39.027,8.125,68.0625
20:20:07:4,-0.1143,0.6557,0.8009,1.7214,0.5106,0.5615,0.1512,0.3471,0.1079,1024.4648,13.44,-17.28,-3.54,67,-128.047,-39.027,8.125,68.0625
20:20:07:6,-0.3723,0.5744,0.6821,1.7214,0.5106,0.5615,0.1512,0.3471,0.1079,1024.4648,13.44,-17.28,-3.54,67,-129.145,-36.468,28.628,76.848
20:20:07:7,-0.3723,0.5744,0.6821,1.7214,0.5106,0.5615,0.1512,0.3471,0.1079,1024.4648,14.04,-17.16,-4.02,67,-126.537,-36.468,28.628,76.848
20:20:07:7,-0.3723,0.5744,0.6821,1.7214,0.5106,0.5615,-0.1634,0.0478,-0.1987,1024.4648,14.04,-17.16,-4.02,67,-126.537,-36.468,28.628,76.848
20:20:07:7,-0.3723,0.5744,0.6821,1.7214,0.5106,0.5615,-0.1634,0.0478,-0.1987,1024.4597,14.04,-17.16,-4.02,67,-126.537,-36.468,28.628,76.848
20:20:07:7,-0.3723,0.5744,0.6821,1.7214,0.5106,0.5615,-0.1634,0.0478,-0.1987,1024.4597,14.04,-17.16,-4.02,65,-126.537,-36.468,28.628,76.848
20:20:07:7,-0.3723,0.5744,0.6821,-0.5078,-0.2529,-0.506,-0.1634,0.0478,-0.1987,1024.4597,14.04,-17.16,-4.02,65,-126.537,-36.468,28.628,76.848
20:20:07:8,-0.3723,0.5744,0.6821,-0.5078,-0.2529,-0.506,-0.1634,0.0478,-0.1987,1024.4597,13.02,-16.5,-5.16,65,-127.488,-36.468,28.628,75.5381
20:20:07:8,-0.3723,0.5744,0.6821,-0.5078,-0.2529,-0.506,-0.1634,0.0478,-0.1987,1024.4585,13.02,-16.5,-5.16,65,-127.488,-36.468,28.628,75.5381
20:20:07:8,-0.3244,0.6487,0.7615,-0.5078,-0.2529,-0.506,-0.1634,0.0478,-0.1987,1024.4585,13.02,-16.5,-5.16,65,-124.77,-38.083,23.076,75.5381
20:20:07:8,-0.3244,0.6487,0.7615,-0.5078,-0.2529,-0.506,-0.1634,0.0478,-0.1987,1024.4585,13.02,-16.5,-5.16,67,-124.77,-38.083,23.076,75.5381
20:20:07:8,-0.3244,0.6487,0.7615,-0.6925,-0.1414,-0.6727,-0.1634,0.0478,-0.1987,1024.4585,13.02,-16.5,-5.16,67,-124.77,-38.083,23.076,75.5381
20:20:07:8,-0.3244,0.6487,0.7615,-0.6925,-0.1414,-0.6727,0.0852,-0.2424,0.3767,1024.4585,13.02,-16.5,-5.16,67,-124.77,-38.083,23.076,75.5381
20:20:08:0,-0.3244,0.6487,0.7615,-0.6925,-0.1414,-0.6727,0.0852,-0.2424,0.3767,1024.4658,13.02,-16.5,-5.16,67,-124.77,-38.083,23.076,75.5381
20:20:08:0,-0.2553,0.6689,0.7105,-0.6925,-0.1414,-0.6727,0.0852,-0.2424,0.3767,1024.4658,13.02,-16.5,-5.16,67,-120.579,-41.543,19.766,75.5381
20:20:08:0,-0.2553,0.6689,0.7105,-0.5576,0.9155,-0.8207,0.0852,-0.2424,0.3767,1024.4658,13.02,-16.5,-5.16,67,-120.579,-41.543,19.766,75.5381
20:20:08:0,-0.2553,0.6689,0.7105,-0.5576,0.9155,-0.8207,0.0852,-0.2424,0.3767,1024.4658,13.02,-16.5,-5.16,73,-120.579,-41.543,19.766,75.5381
20:20:08:0,-0.2553,0.6689,0.7105,-0.5576,0.9155,-0.8207,0.0852,-0.2424,0.3767,1024.4658,8.7,-15.9,-5.4,73,-135.965,-41.543,19.766,75.5381
20:20:08:0,-0.2553,0.6689,0.7105,-0.5576,0.9155,-0.8207,0.1194,0.0337,0.2869,1024.4658,8.7,-15.9,-5.4,73,-135.965,-41.543,19.766,75.5381
20:20:08:1,-0.1493,0.58,0.8224,-0.5576,0.9155,-0.8207,0.1194,0.0337,0.2869,1024.4658,8.7,-15.9,-5.4,73,-140.296,-34.759,10.288,81.1559
20:20:08:1,-0.1493,0.58,0.8224,-0.5576,0.9155,-0.8207,0.1194,0.0337,0.2869,1024.4658,5.94,-15.9,-4.32,73,-153.182,-34.759,10.288,81.1559
20:20:08:1,-0.1493,0.58,0.8224,-0.5576,0.9155,-0.8207,0.2025,-0.6669,0.0591,1024.4658,5.94,-15.9,-4.32,73,-153.182,-34.759,10.288,81.1559
20:20:08:1,-0.1493,0.58,0.8224,-0.5576,0.9155,-0.8207,0.2025,-0.6669,0.0591,1024.4966,5.94,-15.9,-4.32,73,-153.182,-34.759,10.288,81.1559
20:20:08:1,-0.1493,0.58,0.8224,-0.5576,0.9155,-0.8207,0.2025,-0.6669,0.0591,1024.4966,5.94,-15.9,-4.32,76,-153.182,-34.759,10.288,81.1559
20:20:08:1,-0.1493,0.58,0.8224,-0.1675,-0.0496,0.2094,0.2025,-0.6669,0.0591,1024.4966,5.94,-15.9,-4.32,76,-153.182,-34.759,10.288,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.1675,-0.0496,0.2094,0.2025,-0.6669,0.0591,1024.4966,5.94,-15.9,-4.32,76,-149.251,-40.133,8.119,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.1675,-0.0496,0.2094,0.2025,-0.6669,0.0591,1024.4966,3.9,-17.1,-3.18,76,-162.299,-40.133,8.119,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.1675,-0.0496,0.2094,0.2312,0.0374,0.1257,1024.4966,3.9,-17.1,-3.18,76,-162.299,-40.133,8.119,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.1675,-0.0496,0.2094,0.2312,0.0374,0.1257,1024.468,3.9,-17.1,-3.18,76,-162.299,-40.133,8.119,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.1675,-0.0496,0.2094,0.2312,0.0374,0.1257,1024.468,3.9,-17.1,-3.18,76,-162.299,-40.133,8.119,81.1559
20:20:08:3,-0.1033,0.6169,0.7244,-0.2649,-0.0201,-0.5704,0.2312,0.0374,0.1257,1024.468,3.9,-17.1,-3.18,76,-162.299,-40.133,8.119,81.1559
20:26:35:4,-0.0139,0.4872,0.8314,-0.2649,-0.0201,-0.5704,0.2312,0.0374,0.1257,1024.468,3.9,-17.1,-3.18,76,-163.654,-30.365,0.96,-3713.9585
20:26:35:5,-0.0061,0.4881,0.891,-0.2649,-0.0201,-0.5704,0.2312,0.0374,0.1257,1024.468,3.9,-17.1,-3.18,76,-163.923,-28.715,0.393,-3721.9175
20:26:35:5,-0.0061,0.4881,0.891,-0.2649,-0.0201,-0.5704,0.2312,0.0374,0.1257,1024.3333,3.9,-17.1,-3.18,76,-163.923,-28.715,0.393,-3721.9175
20:26:35:5,-0.0061,0.4881,0.891,-0.2649,-0.0201,-0.5704,0.2312,0.0374,0.1257,1024.3333,3.9,-17.1,-3.18,0,-163.923,-28.715,0.393,-3721.9175
20:26:35:5,-0.0061,0.4881,0.891,0.7875,-0.6256,0.5962,0.2312,0.0374,0.1257,1024.3333,3.9,-17.1,-3.18,0,-163.923,-28.715,0.393,-3721.9175
20:26:35:7,-0.0122,0.4955,0.8854,0.7875,-0.6256,0.5962,0.2312,0.0374,0.1257,1024.3333,3.9,-17.1,-3.18,0,-163.883,-29.229,0.79,-3729.8762
20:26:35:7,-0.0122,0.4955,0.8854,0.7875,-0.6256,0.5962,0.2312,0.0374,0.1257,1024.3333,11.34,-23.52,12.18,0,-156.446,-29.229,0.79,-3729.8762
20:26:35:7,-0.0122,0.4955,0.8854,0.7875,-0.6256,0.5962,-0.0034,-0.0194,0.012,1024.3333,11.34,-23.52,12.18,0,-156.446,-29.229,0.79,-3729.8762
20:26:35:7,-0.0122,0.4955,0.8854,0.7875,-0.6256,0.5962,-0.0034,-0.0194,0.012,1024.3298,11.34,-23.52,12.18,0,-156.446,-29.229,0.79,-3729.8762
20:26:35:7,-0.0122,0.4955,0.8854,0.7875,-0.6256,0.5962,-0.0034,-0.0194,0.012,1024.3298,11.34,-23.52,12.18,0,-156.446,-29.229,0.79,-3729.8762
20:26:35:7,-0.0122,0.4955,0.8854,0.3617,-0.2898,0.3424,-0.0034,-0.0194,0.012,1024.3298,11.34,-23.52,12.18,0,-156.446,-29.229,0.79,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.3617,-0.2898,0.3424,-0.0034,-0.0194,0.012,1024.3298,11.34,-23.52,12.18,0,-156.684,-28.168,0.295,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.3617,-0.2898,0.3424,-0.0034,-0.0194,0.012,1024.3298,12.18,-25.56,16.74,0,-158.03,-28.168,0.295,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.3617,-0.2898,0.3424,0.0211,0.0753,0.0114,1024.3298,12.18,-25.56,16.74,0,-158.03,-28.168,0.295,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.3617,-0.2898,0.3424,0.0211,0.0753,0.0114,1024.3281,12.18,-25.56,16.74,0,-158.03,-28.168,0.295,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.3617,-0.2898,0.3424,0.0211,0.0753,0.0114,1024.3281,12.18,-25.56,16.74,0,-158.03,-28.168,0.295,-3729.8762
20:26:35:9,-0.0046,0.483,0.902,0.2479,-0.2971,0.4268,0.0211,0.0753,0.0114,1024.3281,12.18,-25.56,16.74,0,-158.03,-28.168,0.295,-3729.8762
20:26:36:1,-0.1405,0.5631,0.8053,0.2479,-0.2971,0.4268,0.0211,0.0753,0.0114,1024.3281,12.18,-25.56,16.74,0,-153.017,-34.564,9.896,45.9187
20:26:36:1,-0.1405,0.5631,0.8053,0.2479,-0.2971,0.4268,0.0211,0.0753,0.0114,1024.3259,12.18,-25.56,16.74,0,-153.017,-34.564,9.896,45.9187
20:26:36:1,-0.1405,0.5631,0.8053,-1.084,0.4902,-0.5226,0.0211,0.0753,0.0114,1024.3259,12.18,-25.56,16.74,0,-153.017,-34.564,9.896,45.9187
20:26:36:1,-0.1405,0.5631,0.8053,-1.084,0.4902,-0.5226,0.0211,0.0753,0.0114,1024.3259,12.18,-25.56,16.74,0,-153.017,-34.564,9.896,45.9187
20:26:36:1,-0.1405,0.5631,0.8053,-1.084,0.4902,-0.5226,0.0693,0.0576,0.0963,1024.3259,12.18,-25.56,16.74,0,-153.017,-34.564,9.896,45.9187
20:26:36:1,-0.1405,0.5631,0.8053,-1.084,0.4902,-0.5226,0.0693,0.0576,0.0963,1024.3259,13.62,-26.4,16.08,0,-151.172,-34.564,9.896,45.9187
20:26:36:3,0.0332,0.4662,0.9169,-1.084,0.4902,-0.5226,0.0693,0.0576,0.0963,1024.3259,13.62,-26.4,16.08,0,-157.229,-26.933,-2.075,55.8777
20:26:36:3,0.0332,0.4662,0.9169,-1.084,0.4902,-0.5226,0.0693,0.0576,0.0963,1024.3259,11.4,-26.7,16.44,0,-161.042,-26.933,-2.075,55.8777
20:26:36:3,0.0332,0.4662,0.9169,-1.084,0.4902,-0.5226,-0.1494,-0.0121,0.3474,1024.3259,11.4,-26.7,16.44,0,-161.042,-26.933,-2.075,55.8777
20:26:36:3,0.0332,0.4662,0.9169,-1.084,0.4902,-0.5226,-0.1494,-0.0121,0.3474,1024.3223,11.4,-26.7,16.44,0,-161.042,-26.933,-2.075,55.8777
20:26:36:3,0.0332,0.4662,0.9169,-1.084,0.4902,-0.5226,-0.1494,-0.0121,0.3474,1024.3223,11.4,-26.7,16.44,0,-161.042,-26.933,-2.075,55.8777
20:26:36:3,0.0332,0.4662,0.9169,0.4185,-0.333,0.4923,-0.1494,-0.0121,0.3474,1024.3223,11.4,-26.7,16.44,0,-161.042,-26.933,-2.075,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.4185,-0.333,0.4923,-0.1494,-0.0121,0.3474,1024.3223,11.4,-26.7,16.44,0,-162.083,-26.862,-4.038,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.4185,-0.333,0.4923,-0.1494,-0.0121,0.3474,1024.3223,9.72,-26.82,16.5,0,-164.92,-26.862,-4.038,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.4185,-0.333,0.4923,-0.1469,0.1425,0.3242,1024.3223,9.72,-26.82,16.5,0,-164.92,-26.862,-4.038,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.4185,-0.333,0.4923,-0.1469,0.1425,0.3242,1024.3245,9.72,-26.82,16.5,0,-164.92,-26.862,-4.038,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.4185,-0.333,0.4923,-0.1469,0.1425,0.3242,1024.3245,9.72,-26.82,16.5,0,-164.92,-26.862,-4.038,55.8777
20:26:36:4,0.0623,0.4481,0.8825,0.46,-0.3437,0.0615,-0.1469,0.1425,0.3242,1024.3245,9.72,-26.82,16.5,0,-164.92,-26.862,-4.038,55.8777
20:26:36:6,0.0623,0.4481,0.8825,0.46,-0.3437,0.0615,-0.1469,0.1425,0.3242,1024.3245,8.04,-25.38,14.94,0,-166.767,-26.862,-4.038,57.4565
20:26:36:6,0.12,0.4031,0.9431,0.46,-0.3437,0.0615,-0.1469,0.1425,0.3242,1024.3245,8.04,-25.38,14.94,0,-168.353,-22.979,-7.249,57.4565
20:26:36:6,0.12,0.4031,0.9431,0.46,-0.3437,0.0615,-0.1469,0.1425,0.3242,1024.3245,8.04,-25.38,14.94,0,-168.353,-22.979,-7.249,57.4565
20:26:36:6,0.12,0.4031,0.9431,0.46,-0.3437,0.0615,-0.1469,0.1425,0.3242,1024.3374,8.04,-25.38,14.94,0,-168.353,-22.979,-7.249,57.4565
20:26:36:6,0.12,0.4031,0.9431,0.2745,-0.0091,-0.1095,-0.1469,0.1425,0.3242,1024.3374,8.04,-25.38,14.94,0,-168.353,-22.979,-7.249,57.4565
20:26:36:6,0.12,0.4031,0.9431,0.2745,-0.0091,-0.1095,-0.1555,-0.0017,0.147,1024.3374,8.04,-25.38,14.94,0,-168.353,-22.979,-7.249,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2745,-0.0091,-0.1095,-0.1555,-0.0017,0.147,1024.3374,8.04,-25.38,14.94,0,-166.609,-24.092,-3.857,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2745,-0.0091,-0.1095,-0.1555,-0.0017,0.147,1024.3347,8.04,-25.38,14.94,0,-166.609,-24.092,-3.857,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2831,-0.2544,0.169,-0.1555,-0.0017,0.147,1024.3347,8.04,-25.38,14.94,0,-166.609,-24.092,-3.857,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2831,-0.2544,0.169,-0.1555,-0.0017,0.147,1024.3347,8.04,-25.38,14.94,0,-166.609,-24.092,-3.857,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2831,-0.2544,0.169,-0.0315,0.0777,0.031,1024.3347,8.04,-25.38,14.94,0,-166.609,-24.092,-3.857,57.4565
20:26:36:8,0.0618,0.4109,0.9169,0.2831,-0.2544,0.169,-0.0315,0.0777,0.031,1024.3347,7.62,-24.84,14.94,0,-167.17,-24.092,-3.857,57.4565
